id,name,city_id,district_id
113,KEMER,7,541
114,KUMLUCA,7,589
115,FİNİKE,7,352
116,AKSEKİ,7,30
117,GAZİPAŞA,7,356
118,GÜNDOĞMUŞ,7,400
119,KAŞ,7,526
120,KORKUTELİ,7,570
121,DEMRE,7,262
122,İBRADI,7,454
123,ARTVİN,8,631
124,HOPA,8,448
125,ARHAVİ,8,70
126,ARDANUÇ,8,67
127,BORÇKA,8,159
128,ŞAVŞAT,8,852
129,YUSUFELİ,8,965
130,MURGUL,8,692
131,EFELER,9,1009
132,GÜZELHİSAR,9,1009
133,NAZİLLİ,9,701
134,SÖKE,9,826
135,ÇİNE,9,240
136,GERMENCİK,9,367
137,KUŞADASI,9,594
138,DİDİM,9,275
139,BOZDOĞAN,9,163
140,KARACASU,9,502
141,KOÇARLI,9,563
142,KUYUCAK,9,595
143,SULTANHİSAR,9,831
144,YENİPAZAR,9,946
145,BUHARKENT,9,173
146,İNCİRLİOVA,9,465
147,KARPUZLU,9,522
148,KÖŞK,9,582
149,KARESİ,10,1010
150,KURTDERELİ,10,1010
151,AYVALIK,10,98
152,BANDIRMA,10,117
153,BURHANİYE,10,177
154,EDREMİT,10,302
155,GÖNEN,10,385
156,SUSURLUK,10,838
157,ERDEK,10,321
158,BİGADİÇ,10,151
159,SINDIRGI,10,808
160,DURSUNBEY,10,298
161,BALYA,10,115
162,HAVRAN,10,432
163,İVRİNDİ,10,477
164,KEPSUT,10,544
165,MANYAS,10,613
166,SAVAŞTEPE,10,791
167,MARMARA,10,614
168,GÖMEÇ,10,384
169,BİLECİK,11,632
170,BOZÜYÜK,11,169
171,GÖLPAZARI,11,382
172,OSMANELİ,11,723
173,PAZARYERİ,11,743
174,SÖĞÜT,11,824
175,YENİPAZAR,11,947
176,İNHİSAR,11,468
177,BİNGÖL,12,633
178,GENÇ,12,363
179,KARLIOVA,12,521
180,KİĞI,12,557
181,SOLHAN,12,821
182,ADAKLI,12,5
183,YAYLADERE,12,938
184,YEDİSU,12,940
185,BİTLİS,13,634
186,TATVAN,13,873
187,ADİLCEVAZ,13,8
188,AHLAT,13,15
189,HİZAN,13,445
190,MUTKİ,13,696
191,GÜROYMAK,13,407
192,BOLU,14,635
193,GEREDE,14,365
194,GÖYNÜK,14,390
195,KIBRISCIK,14,549
196,MENGEN,14,623
197,MUDURNU,14,688
198,SEBEN,14,793
199,DÖRTDİVAN,14,292
200,YENİÇAĞA,14,943
201,BURDUR,15,636
202,BUCAK,15,172
203,AĞLASUN,15,12
204,GÖLHİSAR,15,378
205,TEFENNİ,15,876
206,YEŞİLOVA,15,955
207,KARAMANLI,15,510
208,KEMER,15,542
209,ALTINYAYLA,15,54
210,ÇAVDIR,15,211
211,ÇELTİKÇİ,15,225
212,BURSA İHTİSAS,16,1016
213,OSMANGAZİ,16,1016
214,YILDIRIM,16,1016
215,ÇEKİRGE,16,1016
216,SETBAŞI,16,1016
217,ULUDAĞ,16,1016
218,YEŞİL,16,1016
219,NİLÜFER,16,1016
220,ERTUĞRULGAZİ,16,1016
221,GÖKDERE,16,1016
222,GEMLİK,16,1016
223,İNEGÖL,16,467
224,KARACABEY,16,501
225,MUSTAFAKEMALPAŞA,16,694
226,MUDANYA,16,1016
227,ORHANGAZİ,16,716
228,İZNİK,16,480
229,YENİŞEHİR,16,949
230,KELES,16,536
231,ORHANELİ,16,715
232,HARMANCIK,16,426
233,BÜYÜKORHAN,16,180
234,ÇANAKKALE,17,637
235,BİGA,17,150
236,ÇAN,17,198
237,GELİBOLU,17,360
238,AYVACIK,17,96
239,BAYRAMİÇ,17,131
240,BOZCAADA,17,162
241,ECEABAT,17,301
242,EZİNE,17,344
243,GÖKÇEADA,17,371
244,LAPSEKİ,17,602
245,YENİCE,17,941
246,ÇANKIRI,18,638
247,ÇERKEŞ,18,227
248,ELDİVAN,18,311
249,ILGAZ,18,452
250,KURŞUNLU,18,591
251,ORTA,18,717
252,ŞABANÖZÜ,18,845
253,YAPRAKLI,18,934
254,ATKARACALAR,18,86
255,KIZILIRMAK,18,554
256,BAYRAMÖREN,18,132
257,KORGUN,18,568
258,ÇORUM,19,639
259,SUNGURLU,19,835
260,ALACA,19,37
261,BAYAT,19,127
262,İSKİLİP,19,474
263,KARGI,19,519
264,MECİTÖZÜ,19,619
265,ORTAKÖY,19,720
266,OSMANCIK,19,722
267,BOĞAZKALE,19,155
268,UĞURLUDAĞ,19,905
269,DODURGA,19,283
270,OĞUZLAR,19,711
271,LAÇİN,19,599
272,ÇINAR,20,1020
273,GÖKPINAR,20,1020
274,SARAYLAR,20,1020
275,DENİZLİ İHTİSAS,20,1020
276,PAMUKKALE,20,1020
277,SARAYKÖY,20,777
278,ACIPAYAM,20,4
279,TAVAS,20,874
280,BULDAN,20,176
281,ÇAL,20,189
282,ÇİVRİL,20,241
283,ÇAMELİ,20,193
284,ÇARDAK,20,202
285,GÜNEY,20,401
286,KALE,20,491
287,BABADAĞ,20,101
288,BEKİLLİ,20,134
289,HONAZ,20,447
290,SERİNHİSAR,20,802
291,AKKÖY,20,734
292,BAKLAN,20,111
293,BEYAĞAÇ,20,141
294,BOZKURT,20,165
295,GÖKALP,21,1021
296,SÜLEYMAN NAZİF,21,1021
297,CAHİT SITKI TARANCI,21,1021
298,BİSMİL,21,153
299,ÇERMİK,21,229
300,ÇINAR,21,232
301,ÇÜNGÜŞ,21,248
302,DİCLE,21,274
303,ERGANİ,21,327
304,HANİ,21,424
305,HAZRO,21,438
306,KULP,21,585
307,LİCE,21,603
308,SİLVAN,21,812
309,EĞİL,21,306
310,KOCAKÖY,21,561
311,ARDA,22,640
312,KIRKPINAR,22,640
313,KEŞAN,22,547
314,UZUNKÖPRÜ,22,916
315,HAVSA,22,433
316,İPSALA,22,471
317,ENEZ,22,318
318,LALAPAŞA,22,601
319,MERİÇ,22,626
320,SÜLOĞLU,22,842
321,HARPUT,23,641
322,HAZAR,23,641
323,AĞIN,23,11
324,BASKİL,23,118
325,KARAKOÇAN,23,507
326,KEBAN,23,533
327,MADEN,23,606
328,PALU,23,733
329,SİVRİCE,23,819
330,ARICAK,23,71
331,KOVANCILAR,23,571
332,ALACAKAYA,23,38
333,FEVZİPAŞA,24,642
334,ÇAYIRLI,24,217
335,İLİÇ,24,460
336,KEMAH,24,538
337,KEMALİYE,24,539
338,REFAHİYE,24,761
339,TERCAN,24,880
340,ÜZÜMLÜ,24,921
341,OTLUKBELİ,24,725
342,AZİZİYE,25,1025
343,KAZIMKARABEKİR,25,1025
344,AŞKALE,25,82
345,ÇAT,25,205
346,HINIS,25,442
347,HORASAN,25,449
348,İSPİR,25,476
349,KARAYAZI,25,517
350,NARMAN,25,699
351,OLTU,25,712
352,OLUR,25,713
353,PASİNLER,25,736
354,ŞENKAYA,25,858
355,TEKMAN,25,878
356,TORTUM,25,891
357,KARAÇOBAN,25,503
358,UZUNDERE,25,915
359,PAZARYOLU,25,744
360,AZİZİYE (ILICA),25,1025
361,KÖPRÜKÖY,25,579
362,ESKİŞEHİR,26,1026
363,MAHMUDİYE,26,607
364,MİHALIÇÇIK,26,684
365,SARICAKAYA,26,779
366,SEYİTGAZİ,26,807
367,ALPU,26,46
368,BEYLİKOVA,26,145
369,İNÖNÜ,26,469
370,GÜNYÜZÜ,26,405
371,HAN,26,422
372,MİHALGAZİ,26,683
373,GAZİANTEP İHTİSAS,27,1027
374,SUBURCU,27,1027
375,ŞEHİTKÂMİL,27,1027
376,ŞAHİNBEY,27,1027
377,GAZİKENT,27,1027
378,KOZANLI,27,1027
379,NİZİP,27,704
380,İSLAHİYE,27,475
381,ARABAN,27,62
382,OĞUZELİ,27,1027
383,YAVUZELİ,27,936
384,KARKAMIŞ,27,520
385,NURDAĞI,27,705
386,GİRESUN,28,643
387,BULANCAK,28,174
388,ALUCRA,28,57
389,DERELİ,28,265
390,ESPİYE,28,336
391,EYNESİL,28,341
392,GÖRELE,28,388
393,KEŞAP,28,548
394,ŞEBİNKARAHİSAR,28,853
395,TİREBOLU,28,885
396,PİRAZİZ,28,753
397,YAĞLIDERE,28,927
398,ÇANAKÇI,28,199
399,GÜCE,28,391
400,ÇAMOLUK,28,197
401,DOĞANKENT,28,285
402,GÜMÜŞHANE,29,644
403,KELKİT,29,537
404,ŞİRAN,29,862
405,TORUL,29,892
406,KÖSE,29,581
407,KÜRTÜN,29,598
408,HAKKARİ,30,645
409,YÜKSEKOVA,30,966
410,ÇUKURCA,30,245
411,ŞEMDİNLİ,30,857
412,23 TEMMUZ,31,1031
413,ANTAKYA,31,1031
414,ŞÜKRÜKANATLI,31,1031
415,SAHİL,31,473
416,AKDENİZ,31,473
417,ASIM GÜNDÜZ,31,473
418,DÖRTYOL,31,293
419,KIRIKHAN,31,551
420,REYHANLI,31,763
421,SAMANDAĞ,31,768
422,ALTINÖZÜ,31,52
423,HASSA,31,431
424,YAYLADAĞI,31,937
425,ERZİN,31,331
426,BELEN,31,135
427,KUMLU,31,588
428,DAVRAZ,32,646
429,KAYMAKKAPI,32,646
430,EĞİRDİR,32,307
431,YALVAÇ,32,933
432,ATABEY,32,83
433,GELENDOST,32,359
434,KEÇİBORLU,32,534
435,SENİRKENT,32,799
436,SÜTÇÜLER,32,844
437,ŞARKİKARAAĞAÇ,32,850
438,ULUBORLU,32,910
439,AKSU,32,32
440,GÖNEN,32,386
441,YENİŞARBADEMLİ,32,948
442,İSTİKLÂL,33,1033
443,URAY,33,1033
444,LİMAN,33,1033
445,TOROS,33,1033
446,MERSİN İHTİSAS,33,1033
447,ERDEMLİ,33,322
448,SİLİFKE,33,809
449,ANAMUR,33,59
450,KIZILMURAT,33,868
451,ŞEHİTKERİM,33,868
452,GÜLNAR,33,395
453,MUT,33,695
454,AYDINCIK,33,92
455,BOZYAZI,33,170
456,ÇAMLIYAYLA,33,196
457,BÜYÜK MÜKELLEFLER,34,1034
458,BOĞAZİÇİ KURUMLAR,34,1034
459,ANADOLU KURUMLAR,34,1034
460,MARMARA KURUMLAR,34,1034
461,HALİÇ İHTİSAS,34,1034
462,VATAN İHTİSAS,34,1034
463,ÇAMLICA İHTİSAS,34,1034
464,ALEMDAĞ,34,1034
465,BEYOĞLU,34,1034
466,HALKALI,34,1034
467,DAVUTPAŞA,34,1034
468,ESENLER,34,1034
469,FATİH,34,1034
470,KÜÇÜKKÖY,34,1034
471,MERTER,34,1034
472,SULTANBEYLİ,34,1034
473,TUZLA,34,1034
474,KOZYATAĞI,34,1034
475,MASLAK,34,1034
476,ZİNCİRLİKUYU,34,1034
477,İKİTELLİ,34,1034
478,BEŞİKTAŞ,34,1034
479,ÜMRANİYE,34,1034
480,YEDİTEPE,34,1034
481,KASIMPAŞA,34,1034
482,ERENKÖY,34,1034
483,HİSAR,34,1034
484,TUNA,34,1034
485,RIHTIM,34,1034
486,GÜNGÖREN,34,1034
487,KOCASİNAN,34,1034
488,GÜNEŞLİ,34,1034
489,KÜÇÜKYALI,34,1034
490,PENDİK,34,1034
491,BAYRAMPAŞA,34,1034
492,BEYAZIT,34,1034
493,GAZİOSMANPAŞA,34,1034
494,GÖZTEPE,34,1034
495,HOCAPAŞA,34,1034
496,KADIKÖY,34,1034
497,KOCAMUSTAFAPAŞA,34,1034
498,MECİDİYEKÖY,34,1034
499,ŞİŞLİ,34,1034
500,ÜSKÜDAR,34,1034
501,KAĞITHANE,34,1034
502,ZEYTİNBURNU,34,1034
503,BEYKOZ,34,1034
504,SARIYER,34,1034
505,BAKIRKÖY,34,1034
506,KARTAL,34,1034
507,NAKİL VASITALARI,34,1034
508,SARIGAZİ,34,1034
509,ATIŞALANI,34,1034
510,YAKACIK,34,1034
511,YENİBOSNA,34,1034
512,AVCILAR,34,1034
513,KÜÇÜKÇEKMECE,34,1034
514,BEYLİKDÜZÜ,34,1034
515,ADALAR,34,1034
516,SİLİVRİ,34,1034
517,BÜYÜKÇEKMECE,34,1034
518,ŞİLE,34,1034
519,BORNOVA,35,1035
520,ÇAKABEY,35,1035
521,KORDON,35,1035
522,HASAN TAHSİN,35,1035
523,İZMİR İHTİSAS,35,1035
524,9 EYLÜL,35,1035
525,YAMANLAR,35,1035
526,KARŞIYAKA,35,1035
527,KEMERALTI,35,1035
528,KONAK,35,1035
529,ŞİRİNYER,35,1035
530,KADİFEKALE,35,1035
531,TAŞITLAR,35,1035
532,BELKAHVE,35,1035
533,BALÇOVA,35,1035
534,GAZİEMİR,35,1035
535,EGE,35,1035
536,ÇİĞLİ,35,1035
537,BAYINDIR,35,128
538,BERGAMA,35,136
539,MENEMEN,35,1035
540,ÖDEMİŞ,35,728
541,TİRE,35,884
542,TORBALI,35,1035
543,KEMALPAŞA,35,1035
544,URLA,35,1035
545,SELÇUK,35,795
546,KINIK,35,550
547,KİRAZ,35,559
548,ÇEŞME,35,230
549,ALİAĞA,35,1035
550,MENDERES,35,1035
551,DİKİLİ,35,277
552,FOÇA,35,1035
553,KARABURUN,35,500
554,SEFERİHİSAR,35,1035
555,BEYDAĞ,35,142
556,KARS,36,647
557,ARPAÇAY,36,75
558,DİGOR,36,276
559,KAĞIZMAN,36,488
560,SARIKAMIŞ,36,782
561,SELİM,36,798
562,SUSUZ,36,839
563,AKYAKA,36,34
564,KASTAMONU,37,648
565,TOSYA,37,893
566,TAŞKÖPRÜ,37,870
567,ARAÇ,37,63
568,AZDAVAY,37,99
569,BOZKURT,37,166
570,CİDE,37,184
571,ÇATALZEYTİN,37,209
572,DADAY,37,249
573,DEVREKANİ,37,273
574,İNEBOLU,37,466
575,KÜRE,37,597
576,ABANA,37,2
577,İHSANGAZİ,37,456
578,PINARBAŞI,37,750
579,ŞENPAZAR,37,859
580,AĞLI,37,13
581,DOĞANYURT,37,289
582,HANÖNÜ,37,425
583,SEYDİLER,37,804
584,KAYSERİ İHTİSAS,38,1038
585,MİMAR SİNAN,38,1038
586,ERCİYES,38,1038
587,KALEÖNÜ,38,1038
588,GEVHER NESİBE,38,1038
589,DEVELİ,38,271
590,PINARBAŞI,38,751
591,BÜNYAN,38,178
592,FELAHİYE,38,348
593,İNCESU,38,464
594,SARIOĞLAN,38,784
595,SARIZ,38,788
596,TOMARZA,38,886
597,YAHYALI,38,929
598,YEŞİLHİSAR,38,953
599,AKKIŞLA,38,26
600,HACILAR,38,1038
601,ÖZVATAN,38,731
602,KIRKLARELİ,39,649
603,LÜLEBURGAZ,39,604
604,BABAESKİ,39,102
605,DEMİRKÖY,39,260
606,KOFÇAZ,39,564
607,PEHLİVANKÖY,39,745
608,PINARHİSAR,39,752
609,VİZE,39,926
610,KIRŞEHİR,40,650
611,KAMAN,40,495
612,ÇİÇEKDAĞI,40,234
613,MUCUR,40,686
614,AKPINAR,40,29
615,AKÇAKENT,40,20
616,BOZTEPE,40,168
617,KOCAELİ İHTİSAS,41,1041
618,TEPECİK,41,1041
619,ALEMDAR,41,1041
620,GEBZE İHTİSAS,41,1041
621,ACISU,41,1041
622,ULUÇINAR,41,1041
623,İLYASBEY,41,1041
624,GÖLCÜK,41,1041
625,KARAMÜRSEL,41,1041
626,KÖRFEZ,41,1041
627,DERİNCE,41,1041
628,KANDIRA,41,1041
629,KONYA İHTİSAS,42,1042
630,SELÇUK,42,1042
631,MEVLANA,42,1042
632,MERAM,42,1042
633,ALAADDİN,42,1042
634,AKŞEHİR,42,33
635,EREĞLİ,42,323
636,BEYŞEHİR,42,148
637,CİHANBEYLİ,42,185
638,ÇUMRA,42,247
639,SEYDİŞEHİR,42,805
640,ILGIN,42,453
641,KULU,42,586
642,KARAPINAR,42,512
643,BOZKIR,42,164
644,DOĞANHİSAR,42,284
645,HADİM,42,415
646,KADINHANI,42,484
647,SARAYÖNÜ,42,778
648,YUNAK,42,963
649,AKÖREN,42,28
650,ALTINEKİN,42,49
651,DEREBUCAK,42,264
652,HÜYÜK,42,451
653,TAŞKENT,42,869
654,EMİRGAZİ,42,317
655,GÜNEYSINIR,42,402
656,HALKAPINAR,42,419
657,TUZLUKÇU,42,902
658,AHIRLI,42,14
659,ÇELTİK,42,224
660,DERBENT,42,263
661,YALIHÜYÜK,42,932
662,30 AĞUSTOS,43,651
663,ÇİNİLİ,43,651
664,GEDİZ,43,358
665,SİMAV,43,813
666,TAVŞANLI,43,875
667,EMET,43,315
668,ALTINTAŞ,43,53
669,DOMANİÇ,43,291
670,ASLANAPA,43,81
671,DUMLUPINAR,43,296
672,HİSARCIK,43,444
673,ŞAPHANE,43,848
674,ÇAVDARHİSAR,43,210
675,PAZARLAR,43,742
676,FIRAT,44,1044
677,BEYDAĞI,44,1044
678,AKÇADAĞ,44,18
679,ARAPGİR,44,66
680,ARGUVAN,44,69
681,DARENDE,44,252
682,DOĞANŞEHİR,44,287
683,HEKİMHAN,44,439
684,PÜTÜRGE,44,760
685,YEŞİLYURT,44,956
686,BATTALGAZİ,44,125
687,DOĞANYOL,44,288
688,KALE,44,492
689,KULUNCAK,44,587
690,YAZIHAN,44,939
691,MANİSA İHTİSAS,45,1045
692,ALAYBEY,45,1045
693,MESİR,45,1045
694,AKHİSAR,45,24
695,ALAŞEHİR,45,43
696,DEMİRCİ,45,259
697,KIRKAĞAÇ,45,552
698,SALİHLİ ADİL ORAL,45,767
699,SARIGÖL,45,781
700,SARUHANLI,45,789
701,SOMA,45,822
702,TURGUTLU,45,895
703,GÖRDES,45,387
704,KULA,45,584
705,SELENDİ,45,797
706,AHMETLİ,45,16
707,GÖLMARMARA,45,380
708,KÖPRÜBAŞI,45,577
709,ASLANBEY,46,1046
710,AKSU,46,1046
711,ELBİSTAN,46,310
712,AFŞİN,46,9
713,PAZARCIK,46,741
714,ANDIRIN,46,60
715,GÖKSUN,46,373
716,TÜRKOĞLU,46,904
717,ÇAĞLAYANCERİT,46,188
718,EKİNÖZÜ,46,308
719,NURHAK,46,706
720,MARDİN,47,1047
721,KIZILTEPE,47,556
722,NUSAYBİN,47,707
723,DERİK,47,267
724,MAZIDAĞI,47,618
725,MİDYAT,47,682
726,ÖMERLİ,47,729
727,SAVUR,47,792
728,DARGEÇİT,47,253
729,YEŞİLLİ,47,954
730,MUĞLA,48,1048
731,BODRUM,48,154
732,FETHİYE,48,350
733,KÖYCEĞİZ,48,583
734,MİLAS,48,685
735,MARMARİS,48,616
736,YATAĞAN,48,935
737,DATÇA,48,255
738,ULA,48,906
739,DALAMAN,48,250
740,ORTACA,48,718
741,KAVAKLIDERE,48,528
742,SEYDİKEMER,48,803
743,MUŞ,49,652
744,BULANIK,49,175
745,MALAZGİRT,49,608
746,VARTO,49,923
747,HASKÖY,49,430
748,KORKUT,49,569
749,NEVŞEHİR,50,653
750,AVANOS,50,87
751,DERİNKUYU,50,269
752,GÜLŞEHİR,50,396
753,HACIBEKTAŞ,50,413
754,KOZAKLI,50,573
755,ÜRGÜP,50,919
756,ACIGÖL,50,3
757,NİĞDE,51,654
758,BOR,51,158
759,ÇAMARDI,51,191
760,ULUKIŞLA,51,912
761,ALTUNHİSAR,51,56
762,ÇİFTLİK,51,236
763,BOZTEPE,52,1052
764,KÖPRÜBAŞI,52,1052
765,FATSA,52,346
766,ÜNYE,52,918
767,AKKUŞ,52,27
768,AYBASTI,52,91
769,GÖLKÖY,52,379
770,KORGAN,52,567
771,KUMRU,52,590
772,MESUDİYE,52,680
773,PERŞEMBE,52,747
774,ULUBEY,52,908
775,GÜLYALI,52,397
776,GÜRGENTEPE,52,406
777,ÇAMAŞ,52,192
778,ÇATALPINAR,52,208
779,ÇAYBAŞI,52,213
780,İKİZCE,52,458
781,KABADÜZ,52,481
782,KABATAŞ,52,482
783,KAÇKAR,53,655
784,YEŞİLÇAY,53,655
785,ÇAYELİ,53,215
786,PAZAR,53,739
787,ARDEŞEN,53,68
788,ÇAMLIHEMŞİN,53,195
789,FINDIKLI,53,351
790,İKİZDERE,53,459
791,KALKANDERE,53,494
792,GÜNEYSU,53,403
793,DEREPAZARI,53,266
794,HEMŞİN,53,440
795,İYİDERE,53,478
796,GÜMRÜKÖNÜ,54,1054
797,ALİ FUAT CEBESOY,54,1054
798,SAPANCA,54,1054
799,AKYAZI,54,1054
800,GEYVE,54,370
801,HENDEK,54,1054
802,KARASU,54,514
803,KAYNARCA,54,530
804,KOCAALİ,54,560
805,PAMUKOVA,54,735
806,TARAKLI,54,867
807,KARAPÜRÇEK,54,1054
808,19 MAYIS,55,1055
809,GAZİLER,55,1055
810,ZAFER,55,1055
811,BAFRA,55,103
812,ÇARŞAMBA,55,203
813,TERME,55,882
814,HAVZA,55,434
815,ALAÇAM,55,39
816,KAVAK,55,527
817,LADİK,55,600
818,VEZİRKÖPRÜ,55,924
819,ASARCIK,55,80
820,ONDOKUZ MAYIS,55,1
821,SALIPAZARI,55,766
822,TEKKEKÖY,55,1055
823,AYVACIK,55,97
824,YAKAKENT,55,930
825,SİİRT,56,656
826,BAYKAN,56,129
827,ERUH,56,330
828,KURTALAN,56,592
829,PERVARİ,56,749
830,ŞİRVAN,56,863
831,SİNOP,57,657
832,BOYABAT,57,161
833,AYANCIK,57,89
834,DURAĞAN,57,297
835,ERFELEK,57,326
836,GERZE,57,368
837,TÜRKELİ,57,903
838,DİKMEN,57,278
839,SARAYDÜZÜ,57,775
840,KALE,58,658
841,SİTE,58,658
842,ŞARKIŞLA,58,849
843,DİVRİĞİ,58,281
844,GEMEREK,58,361
845,GÜRÜN,58,410
846,HAFİK,58,416
847,İMRANLI,58,463
848,KANGAL,58,497
849,KOYULHİSAR,58,572
850,SUŞEHRİ,58,840
851,YILDIZELİ,58,960
852,ZARA,58,968
853,AKINCILAR,58,25
854,ALTINYAYLA,58,55
855,DOĞANŞAR,58,286
856,GÖLOVA,58,381
857,ULAŞ,58,907
858,SÜLEYMANPAŞA,59,1059
859,NAMIK KEMAL,59,1059
860,ÇERKEZKÖY,59,228
861,ÇORLU,59,243
862,HAYRABOLU,59,436
863,MALKARA,59,609
864,MURATLI,59,690
865,SARAY,59,773
866,ŞARKÖY,59,851
867,MARMARA EREĞLİSİ,59,615
868,TOKAT,60,659
869,ERBAA,60,319
870,NİKSAR,60,702
871,TURHAL,60,896
872,ZİLE,60,970
873,ALMUS,60,45
874,ARTOVA,60,78
875,REŞADİYE,60,762
876,PAZAR,60,740
877,YEŞİLYURT,60,957
878,BAŞÇİFTLİK,60,120
879,SULUSARAY,60,833
880,HIZIRBEY,61,1061
881,KARADENİZ,61,1061
882,AKÇAABAT,61,17
883,OF,61,709
884,VAKFIKEBİR,61,922
885,ARAKLI,61,64
886,ARSİN,61,76
887,ÇAYKARA,61,219
888,MAÇKA,61,605
889,SÜRMENE,61,843
890,TONYA,61,887
891,YOMRA,61,961
892,BEŞİKDÜZÜ,61,138
893,ŞALPAZARI,61,847
894,ÇARŞIBAŞI,61,204
895,DERNEKPAZARI,61,270
896,DÜZKÖY,61,300
897,HAYRAT,61,437
898,KÖPRÜBAŞI,61,578
899,TUNCELİ,62,660
900,ÇEMİŞGEZEK,62,226
901,HOZAT,62,450
902,MAZGİRT,62,617
903,NAZİMİYE,62,700
904,OVACIK,62,726
905,PERTEK,62,748
906,PÜLÜMÜR,62,759
907,ŞEHİTLİK,63,1063
908,TOPÇU MEYDANI,63,1063
909,SİVEREK,63,818
910,VİRANŞEHİR,63,925
911,BİRECİK,63,152
912,AKÇAKALE,63,19
913,BOZOVA,63,167
914,HALFETİ,63,417
915,HİLVAN,63,443
916,SURUÇ,63,837
917,CEYLANPINAR,63,183
918,HARRAN,63,427
919,UŞAK,64,661
920,BANAZ,64,116
921,EŞME,64,337
922,KARAHALLI,64,504
923,ULUBEY,64,909
924,SİVASLI,64,817
925,VAN,65,1065
926,ERCİŞ,65,320
927,BAŞKALE,65,122
928,ÇATAK,65,206
929,GEVAŞ,65,369
930,GÜRPINAR,65,408
931,MURADİYE,65,689
932,ÖZALP,65,730
933,BAHÇESARAY,65,108
934,ÇALDIRAN,65,190
935,EDREMİT,65,303
936,SARAY,65,774
937,YOZGAT,66,662
938,BOĞAZLIYAN,66,156
939,SORGUN,66,823
940,YERKÖY,66,952
941,AKDAĞMADENİ,66,22
942,ÇAYIRALAN,66,216
943,ÇEKEREK,66,220
944,SARIKAYA,66,783
945,ŞEFAATLİ,66,854
946,AYDINCIK,66,93
947,ÇANDIR,66,200
948,KADIŞEHRİ,66,485
949,SARAYKENT,66,776
950,YENİFAKILI,66,944
951,UZUNMEHMET,67,663
952,KARA ELMAS,67,663
